date,positives,neutral,negatives,sentiment_score
2015-01-02,0.25418060200668896,0.6321070234113713,0.11371237458193979,
2015-01-03,0.2471131639722864,0.6224018475750578,0.13048498845265588,
2015-01-04,0.4318840579710145,0.4956521739130435,0.07246376811594203,
2015-01-05,0.4123456790123457,0.5185185185185185,0.0691358024691358,
2015-01-06,0.26550218340611353,0.6279475982532751,0.10655021834061135,
2015-01-07,0.3468013468013468,0.5387205387205387,0.11447811447811448,
2015-01-08,0.3507326007326007,0.5604395604395604,0.08882783882783883,
2015-01-09,0.39357429718875503,0.5140562248995983,0.09236947791164658,
2015-01-10,0.31222123104371097,0.6146297948260482,0.07314897413024085,
2015-01-11,0.4057142857142857,0.5542857142857143,0.04,
2015-01-12,0.44816053511705684,0.5250836120401338,0.026755852842809364,
2015-01-13,0.30319148936170215,0.6095744680851064,0.08723404255319149,
2015-01-14,0.31947483588621445,0.5638220277169949,0.11670313639679067,
2015-01-15,0.23523206751054854,0.6582278481012658,0.10654008438818566,
2015-01-16,0.21209465381244522,0.6415425065731815,0.14636283961437335,
2015-01-17,0.2050173010380623,0.6730103806228374,0.12197231833910034,
2015-01-18,0.27384615384615385,0.6615384615384615,0.06461538461538462,
2015-01-19,0.3035019455252918,0.6381322957198443,0.058365758754863814,
2015-01-20,0.2956120092378753,0.628175519630485,0.07621247113163972,
2015-01-21,0.28210526315789475,0.6642105263157895,0.05368421052631579,
2015-01-22,0.30676552363299353,0.6367006487488415,0.056533827618164965,
2015-01-23,0.23056300268096513,0.7193923145665773,0.050044682752457555,
2015-01-24,0.2624693376941946,0.6762060506950123,0.06132461161079313,
2015-01-25,0.2888198757763975,0.6583850931677019,0.052795031055900624,
2015-01-26,0.31094527363184077,0.6393034825870647,0.04975124378109453,
2015-01-27,0.2770909090909091,0.6603636363636364,0.06254545454545454,
2015-01-28,0.38296382730455075,0.5152858809801634,0.10175029171528588,
2015-01-29,0.3658820787695176,0.5395012817525052,0.09461663947797716,
2015-01-30,0.2917731221257026,0.6136944302503833,0.09453244762391415,
2015-01-31,0.2938955317809943,0.6280679672750157,0.07803650094398994,
2015-02-01,0.2651821862348178,0.611336032388664,0.12348178137651822,
2015-02-02,0.26534653465346536,0.6871287128712872,0.047524752475247525,
2015-02-03,0.2248847926267281,0.7023041474654378,0.0728110599078341,
2015-02-04,0.1781659388646288,0.7327510917030567,0.0890829694323144,
2015-02-05,0.28109137055837563,0.6351522842639594,0.08375634517766498,
2015-02-06,0.226431718061674,0.6881057268722467,0.08546255506607929,
2015-02-07,0.1946992864424057,0.6809378185524975,0.12436289500509684,
2015-02-08,0.22506393861892582,0.7058823529411765,0.06905370843989769,
2015-02-09,0.18430034129692832,0.7679180887372014,0.04778156996587031,
2015-02-10,0.21679064824654623,0.7109458023379384,0.07226354941551541,
2015-02-11,0.341029341029341,0.594997594997595,0.06397306397306397,
2015-02-12,0.31421548545678,0.6202376075378943,0.06554690700532569,
2015-02-13,0.3021897810218978,0.618978102189781,0.07883211678832117,
2015-02-14,0.23481012658227848,0.6949367088607595,0.07025316455696203,
2015-02-16,0.2980132450331126,0.6556291390728477,0.046357615894039736,
2015-02-17,0.25522388059701495,0.6895522388059702,0.05522388059701493,
2015-02-18,0.3160146699266504,0.5831295843520783,0.1008557457212714,
2015-02-19,0.271523178807947,0.6456953642384106,0.08278145695364239,
2015-02-20,0.22375915378356387,0.6680227827502034,0.10821806346623271,
2015-02-21,0.26373626373626374,0.663003663003663,0.07326007326007326,
2015-02-22,0.26280623608017817,0.6703786191536748,0.066815144766147,
2015-02-23,0.24675324675324675,0.6731601731601732,0.08008658008658008,
2015-02-24,0.3008595988538682,0.6346704871060171,0.06446991404011461,
2015-02-25,0.3204819277108434,0.6228915662650603,0.056626506024096385,
2015-02-26,0.27022821576763484,0.616701244813278,0.11307053941908714,
2015-02-27,0.2490566037735849,0.6675052410901468,0.08343815513626834,
2015-02-28,0.2559489262913523,0.6430644225188624,0.10098665118978525,
2015-03-01,0.3450087565674256,0.5971978984238179,0.05779334500875657,
2015-03-02,0.3333333333333333,0.6253822629969419,0.04128440366972477,
2015-03-03,0.29403095062638174,0.6499631540162122,0.05600589535740604,
2015-03-04,0.29880774962742174,0.6348733233979136,0.06631892697466468,
2015-03-05,0.2662490211433046,0.6280344557556774,0.105716523101018,
2015-03-06,0.22063854047890535,0.6824401368301026,0.09692132269099202,
2015-03-07,0.22339181286549709,0.6859649122807018,0.09064327485380116,
2015-03-08,0.2995735607675906,0.6535181236673774,0.046908315565031986,
2015-03-09,0.31536388140161725,0.6455525606469003,0.03908355795148248,
2015-03-10,0.34913793103448276,0.54375,0.10711206896551724,
2015-03-11,0.2719967858577742,0.6259541984732825,0.10204901566894335,
2015-03-12,0.26652452025586354,0.6023454157782516,0.13113006396588486,
2015-03-13,0.2934436664544876,0.6231699554423934,0.08338637810311904,
2015-03-14,0.3202819107282694,0.6123727486296007,0.06734534064212999,
2015-03-15,0.3536931818181818,0.6036931818181818,0.04261363636363636,
2015-03-16,0.3424317617866005,0.5918114143920595,0.06575682382133995,
2015-03-17,0.30847723704866564,0.6200941915227629,0.07142857142857142,
2015-03-18,0.2894593118514473,0.6439104314582196,0.06663025669033315,
2015-03-19,0.30425963488843816,0.6152805949966194,0.08045977011494253,
2015-03-20,0.31690622861054074,0.6119096509240246,0.07118412046543464,
2015-03-21,0.2947976878612717,0.6069364161849711,0.09826589595375723,
2015-03-22,0.3089430894308943,0.6084010840108401,0.08265582655826559,
2015-03-23,0.36891385767790263,0.5805243445692884,0.05056179775280899,
